"Time","Hero","X Pos.","Y Pos.","Type","Visible to"
"22.35","Keeper of the Light","137","94","normal","Both sides"
"22.35","Lycan","134","89","normal","Both sides"
"22.35","Morphling","135","81","normal","Both sides"
"22.35","Io","129","84","normal","Both sides"
"22.35","Dazzle","141","79","normal","Both sides"
"22.35","Lone Druid","137","83","normal","Both sides"
"22.35","Natures Prophet","154","149","normal","Both sides"
"22.35","Enigma","132","83","normal","Both sides"
"22.40","Puck","131","87","normal","Both sides"
"22.40","Keeper of the Light","134","86","normal","Both sides"
"22.40","Lycan","137","84","normal","Both sides"
"22.40","Morphling","131","84","normal","Both sides"
"22.40","Io","132","89","normal","Both sides"
"22.40","Dazzle","134","81","normal","Both sides"
"22.40","Lone Druid","131","87","normal","Both sides"
"22.40","Natures Prophet","154","149","normal","Both sides"
"22.40","Enigma","132","85","normal","Both sides"
"22.40","Ember Spirit","139","84","normal","Both sides"
"22.45","Puck","138","78","normal","Both sides"
"22.45","Keeper of the Light","139","84","normal","Both sides"
"22.45","Morphling","131","85","normal","Both sides"
"22.45","Io","137","95","normal","Both sides"
"22.45","Dazzle","140","81","normal","Both sides"
"22.45","Lone Druid","132","87","normal","Both sides"
"22.45","Enigma","133","85","normal","Both sides"
"22.45","Ember Spirit","132","88","normal","Both sides"
"22.50","Puck","144","79","on hero kill","Both sides"
"22.50","Keeper of the Light","141","85","on hero kill","Both sides"
"22.50","Lycan","135","81","on hero kill","Both sides"
"22.50","Morphling","131","81","on hero kill","Both sides"
"22.50","Lone Druid","133","84","on hero kill","Both sides"
"22.50","Natures Prophet","145","140","on hero kill","Both sides"
"22.50","Enigma","134","81","on hero kill","Both sides"
"22.50","Ember Spirit","133","83","on hero kill","Both sides"
"22.50","Puck","145","79","normal","Both sides"
"22.50","Keeper of the Light","141","85","normal","Both sides"
"22.50","Lycan","135","82","normal","Both sides"
"22.50","Morphling","131","81","normal","Both sides"
"22.50","Lone Druid","134","84","normal","Both sides"
"22.50","Natures Prophet","145","140","normal","Both sides"
"22.50","Enigma","134","81","dead","Both sides"
"22.50","Ember Spirit","133","83","normal","Both sides"
"22.52","Puck","142","86","on hero kill","Both sides"
"22.52","Keeper of the Light","142","83","on hero kill","Both sides"
"22.52","Lycan","138","80","on hero kill","Both sides"
"22.52","Morphling","131","82","on hero kill","Both sides"
"22.52","Io","130","84","on hero kill","Both sides"
"22.52","Dazzle","140","86","on hero kill","Both sides"
"22.52","Lone Druid","135","82","on hero kill","Both sides"
"22.52","Natures Prophet","145","140","on hero kill","Both sides"
"22.52","Enigma","134","81","dead","Both sides"
"22.52","Ember Spirit","135","83","on hero kill","Both sides"
"22.55","Puck","143","87","normal","Both sides"
"22.55","Keeper of the Light","142","83","normal","Both sides"
"22.55","Lycan","140","80","normal","Both sides"
"22.55","Morphling","133","82","normal","Both sides"
"22.55","Io","130","84","dead","Both sides"
"22.55","Dazzle","137","87","normal","Both sides"
"22.55","Lone Druid","138","83","normal","Both sides"
"22.55","Natures Prophet","145","140","normal","Both sides"
"22.55","Enigma","134","81","dead","Both sides"
"22.55","Ember Spirit","137","84","normal","Both sides"
"22.57","Puck","147","87","on hero kill","Both sides"
"22.57","Keeper of the Light","139","85","on hero kill","Both sides"
"22.57","Lycan","138","84","on hero kill","Both sides"
"22.57","Morphling","135","86","on hero kill","Both sides"
"22.57","Io","130","84","dead","Both sides"
"22.57","Dazzle","134","88","on hero kill","Both sides"
"22.57","Lone Druid","140","83","on hero kill","Both sides"
"22.57","Natures Prophet","145","140","on hero kill","Both sides"
"22.57","Enigma","134","81","dead","Both sides"
"22.57","Ember Spirit","139","85","on hero kill","Both sides"
"22.60","Puck","147","87","normal","Both sides"
"22.60","Keeper of the Light","135","86","normal","Both sides"
"22.60","Lycan","141","86","normal","Both sides"
"22.60","Morphling","137","87","normal","Both sides"
"22.60","Io","130","84","dead","Both sides"
"22.60","Dazzle","134","88","dead","Both sides"
"22.60","Lone Druid","138","85","normal","Both sides"
"22.60","Enigma","134","81","dead","Both sides"
"22.60","Ember Spirit","143","87","normal","Both sides"
"22.61","Puck","147","87","on hero kill","Both sides"
"22.61","Keeper of the Light","133","86","on hero kill","Both sides"
"22.61","Lycan","143","87","on hero kill","Both sides"
"22.61","Morphling","137","87","on hero kill","Both sides"
"22.61","Io","130","84","dead","Both sides"
"22.61","Dazzle","134","88","dead","Both sides"
"22.61","Lone Druid","137","85","on hero kill","Both sides"
"22.61","Natures Prophet","137","79","on hero kill","Both sides"
"22.61","Enigma","134","81","dead","Both sides"
"22.61","Ember Spirit","145","87","on hero kill","Both sides"
"22.64","Puck","143","86","on hero kill","Both sides"
"22.64","Keeper of the Light","134","91","on hero kill","Both sides"
"22.64","Lycan","140","87","on hero kill","Both sides"
"22.64","Morphling","137","87","on hero kill","Both sides"
"22.64","Io","130","84","dead","Both sides"
"22.64","Dazzle","134","88","dead","Both sides"
"22.64","Lone Druid","134","88","on hero kill","Both sides"
"22.64","Natures Prophet","135","83","on hero kill","Both sides"
"22.64","Enigma","134","81","dead","Both sides"
"22.64","Ember Spirit","145","87","dead","Both sides"
"22.65","Puck","137","87","normal","Both sides"
"22.65","Keeper of the Light","134","91","dead","Both sides"
"22.65","Lycan","138","88","normal","Both sides"
"22.65","Morphling","137","87","normal","Both sides"
"22.65","Io","130","84","dead","Both sides"
"22.65","Dazzle","134","88","dead","Both sides"
"22.65","Lone Druid","134","89","normal","Both sides"
"22.65","Natures Prophet","135","83","normal","Both sides"
"22.65","Enigma","134","81","dead","Both sides"
"22.65","Ember Spirit","145","87","dead","Both sides"
"22.70","Puck","143","88","normal","Both sides"
"22.70","Keeper of the Light","134","91","dead","Both sides"
"22.70","Lycan","137","88","normal","Both sides"
"22.70","Morphling","137","88","normal","Both sides"
"22.70","Io","130","84","dead","Both sides"
"22.70","Dazzle","134","88","dead","Both sides"
"22.70","Lone Druid","135","89","dead","Both sides"
"22.70","Natures Prophet","138","85","normal","Both sides"
"22.70","Enigma","134","81","dead","Both sides"
"22.75","Keeper of the Light","134","91","dead","Both sides"
"22.75","Lycan","137","88","normal","Both sides"
"22.75","Morphling","138","83","normal","Both sides"
"22.75","Io","130","84","dead","Both sides"
"22.75","Dazzle","134","88","dead","Both sides"
"22.75","Lone Druid","135","87","normal","Both sides"
"22.75","Natures Prophet","141","89","normal","Both sides"
"22.75","Enigma","134","81","dead","Both sides"
"22.80","Puck","152","87","normal","Both sides"
"22.80","Keeper of the Light","134","91","dead","Both sides"
"22.80","Lycan","136","88","normal","Both sides"
"22.80","Io","130","84","dead","Both sides"
"22.80","Dazzle","134","88","dead","Both sides"
"22.80","Lone Druid","136","88","normal","Both sides"
"22.80","Natures Prophet","140","89","normal","Both sides"
"22.80","Enigma","134","81","dead","Both sides"
"22.80","Ember Spirit","145","87","dead","Both sides"
"22.85","Puck","146","89","normal","Both sides"
"22.85","Keeper of the Light","134","91","dead","Both sides"
"22.85","Lycan","140","93","normal","Both sides"
"22.85","Io","130","84","dead","Both sides"
"22.85","Lone Druid","142","94","normal","Both sides"
"22.85","Natures Prophet","141","91","normal","Both sides"
"22.85","Enigma","134","81","dead","Both sides"
"22.85","Ember Spirit","145","87","dead","Both sides"
"22.90","Puck","144","91","normal","Both sides"
"22.90","Keeper of the Light","134","91","dead","Both sides"
"22.90","Lycan","141","93","normal","Both sides"
"22.90","Io","130","84","dead","Both sides"
"22.90","Natures Prophet","146","95","normal","Both sides"
"22.90","Enigma","134","81","dead","Both sides"
"22.90","Ember Spirit","145","87","dead","Both sides"
"22.95","Puck","146","94","normal","Both sides"
"22.95","Keeper of the Light","134","91","dead","Both sides"
"22.95","Lycan","146","95","normal","Both sides"
"22.95","Io","130","84","dead","Both sides"
"22.95","Natures Prophet","149","96","normal","Both sides"
"22.95","Enigma","134","81","dead","Both sides"
"23.00","Puck","156","96","normal","Both sides"
"23.00","Keeper of the Light","134","91","dead","Both sides"
"23.00","Lycan","152","97","normal","Both sides"
"23.00","Morphling","151","96","normal","Both sides"
"23.00","Io","130","84","dead","Both sides"
"23.00","Natures Prophet","154","96","normal","Both sides"
"23.01","Puck","156","96","on hero kill","Both sides"
"23.01","Keeper of the Light","134","91","dead","Both sides"
"23.01","Lycan","153","97","on hero kill","Both sides"
"23.01","Morphling","153","96","on hero kill","Both sides"
"23.01","Io","130","84","dead","Both sides"
"23.01","Natures Prophet","154","96","on hero kill","Both sides"
"23.05","Keeper of the Light","134","91","dead","Both sides"
"23.05","Io","130","84","dead","Both sides"
"23.05","Natures Prophet","154","96","dead","Both sides"
"23.10","Puck","144","94","normal","Both sides"
"23.10","Keeper of the Light","134","91","dead","Both sides"
"23.10","Morphling","144","92","normal","Both sides"
"23.10","Io","130","84","dead","Both sides"
"23.10","Natures Prophet","154","96","dead","Both sides"
"23.15","Puck","137","96","normal","Both sides"
"23.15","Keeper of the Light","134","91","dead","Both sides"
"23.15","Morphling","143","93","normal","Both sides"
"23.15","Natures Prophet","154","96","dead","Both sides"
"23.20","Keeper of the Light","134","91","dead","Both sides"
"23.20","Lycan","145","97","normal","Both sides"
"23.20","Morphling","140","93","normal","Both sides"
"23.25","Keeper of the Light","134","91","dead","Both sides"
"23.25","Lycan","140","92","normal","Both sides"
"23.25","Morphling","138","89","normal","Both sides"
"23.30","Keeper of the Light","134","91","dead","Both sides"
"23.30","Morphling","138","81","normal","Both sides"
"23.35","Keeper of the Light","134","91","dead","Both sides"
"23.35","Lycan","139","92","normal","Both sides"
"23.35","Morphling","141","80","normal","Both sides"
"23.40","Lycan","137","92","normal","Both sides"
"23.40","Morphling","144","79","normal","Both sides"
"23.45","Lycan","141","97","normal","Both sides"
"23.50","Lycan","141","97","normal","Both sides"
"23.55","Lycan","141","97","normal","Both sides"
"23.55","Morphling","164","81","normal","Both sides"
"23.60","Lycan","144","97","normal","Both sides"
"23.60","Morphling","164","81","normal","Both sides"
"23.60","Io","140","77","normal","Both sides"
"23.60","Enigma","140","140","normal","Both sides"
"23.65","Natures Prophet","154","96","dead","Both sides"
"23.65","Enigma","140","138","normal","Both sides"
"23.85","Morphling","177","108","normal","Both sides"
"23.90","Morphling","176","112","normal","Both sides"
"23.95","Puck","122","125","normal","Both sides"
"24.05","Ember Spirit","177","133","normal","Both sides"
"24.10","Natures Prophet","139","156","normal","Both sides"
"24.10","Ember Spirit","178","129","normal","Both sides"
"24.15","Natures Prophet","136","156","normal","Both sides"
"24.15","Enigma","86","164","normal","Both sides"
"24.15","Ember Spirit","178","131","normal","Both sides"
"24.20","Dazzle","146","146","normal","Both sides"
"24.20","Natures Prophet","134","156","normal","Both sides"
"24.20","Enigma","83","166","normal","Both sides"
"24.25","Dazzle","146","146","normal","Both sides"
"24.25","Natures Prophet","131","156","normal","Both sides"
"24.30","Natures Prophet","130","157","normal","Both sides"
"24.35","Puck","124","160","normal","Both sides"
"24.35","Keeper of the Light","127","153","normal","Both sides"
"24.35","Natures Prophet","124","158","normal","Both sides"
"24.38","Puck","122","159","on hero kill","Both sides"
"24.38","Keeper of the Light","125","155","on hero kill","Both sides"
"24.38","Morphling","127","158","on hero kill","Both sides"
"24.38","Io","127","158","on hero kill","Both sides"
"24.38","Natures Prophet","122","159","on hero kill","Both sides"
"24.40","Puck","122","159","normal","Both sides"
"24.40","Keeper of the Light","123","157","normal","Both sides"
"24.40","Morphling","125","158","normal","Both sides"
"24.40","Io","125","158","normal","Both sides"
"24.40","Natures Prophet","122","159","dead","Both sides"
"24.45","Puck","117","157","normal","Both sides"
"24.45","Keeper of the Light","117","159","normal","Both sides"
"24.45","Morphling","117","160","normal","Both sides"
"24.45","Io","119","160","normal","Both sides"
"24.45","Natures Prophet","122","159","dead","Both sides"
"24.50","Natures Prophet","122","159","dead","Both sides"
"24.50","Ember Spirit","177","123","normal","Both sides"
"24.55","Lycan","129","130","normal","Both sides"
"24.55","Natures Prophet","122","159","dead","Both sides"
"24.55","Ember Spirit","177","120","normal","Both sides"
"24.60","Lycan","131","131","normal","Both sides"
"24.65","Puck","124","138","normal","Both sides"
"24.65","Keeper of the Light","124","135","normal","Both sides"
"24.65","Lycan","132","132","normal","Both sides"
"24.65","Dazzle","167","142","normal","Both sides"
"24.65","Ember Spirit","174","108","normal","Both sides"
"24.70","Keeper of the Light","130","129","normal","Both sides"
"24.70","Lycan","132","132","normal","Both sides"
"24.70","Dazzle","163","147","normal","Both sides"
"24.70","Ember Spirit","174","107","normal","Both sides"
"24.75","Puck","134","132","normal","Both sides"
"24.75","Lycan","136","132","normal","Both sides"
"24.75","Io","80","119","normal","Both sides"
"24.75","Ember Spirit","174","106","normal","Both sides"
"24.80","Puck","138","136","normal","Both sides"
"24.80","Morphling","84","131","normal","Both sides"
"24.80","Io","78","121","normal","Both sides"
"24.80","Lone Druid","80","143","normal","Both sides"
"24.80","Enigma","74","139","normal","Both sides"
"24.80","Ember Spirit","175","104","normal","Both sides"
"24.85","Morphling","77","125","normal","Both sides"
"24.85","Io","79","122","normal","Both sides"
"24.85","Ember Spirit","177","104","normal","Both sides"
"24.90","Morphling","78","125","normal","Both sides"
"24.90","Io","80","125","normal","Both sides"
"24.95","Keeper of the Light","146","95","normal","Both sides"
"24.95","Morphling","78","127","normal","Both sides"
"24.95","Io","80","126","normal","Both sides"
"25.00","Puck","145","98","normal","Both sides"
"25.00","Keeper of the Light","144","91","normal","Both sides"
"25.00","Dazzle","160","158","normal","Both sides"
"25.05","Puck","141","98","normal","Both sides"
"25.05","Keeper of the Light","145","88","normal","Both sides"
"25.05","Dazzle","157","157","normal","Both sides"
"25.10","Keeper of the Light","146","89","normal","Both sides"
"25.10","Morphling","79","150","normal","Both sides"
"25.10","Io","76","147","normal","Both sides"
"25.10","Dazzle","158","155","normal","Both sides"
"25.15","Puck","137","88","normal","Both sides"
"25.15","Keeper of the Light","148","89","normal","Both sides"
"25.15","Morphling","79","150","normal","Both sides"
"25.15","Dazzle","157","154","normal","Both sides"
"25.15","Ember Spirit","154","133","normal","Both sides"
"25.20","Morphling","79","151","normal","Both sides"
"25.20","Dazzle","157","154","normal","Both sides"
"25.25","Dazzle","156","155","normal","Both sides"
"25.25","Ember Spirit","154","150","normal","Both sides"
"25.30","Lycan","168","83","normal","Both sides"
"25.30","Dazzle","156","153","normal","Both sides"
"25.35","Lycan","170","85","normal","Both sides"
"25.40","Lycan","172","87","normal","Both sides"
"25.40","Dazzle","156","136","normal","Both sides"
"25.45","Lycan","172","88","normal","Both sides"
"25.45","Morphling","86","171","normal","Both sides"
"25.45","Dazzle","155","133","normal","Both sides"
"25.50","Lycan","173","90","normal","Both sides"
"25.50","Morphling","88","171","normal","Both sides"
"25.50","Dazzle","158","126","normal","Both sides"
"25.55","Lycan","173","87","normal","Both sides"
"25.55","Morphling","91","171","normal","Both sides"
"25.55","Dazzle","159","118","normal","Both sides"
"25.55","Ember Spirit","138","135","normal","Both sides"
"25.60","Lycan","175","90","normal","Both sides"
"25.60","Dazzle","158","117","normal","Both sides"
"25.60","Lone Druid","136","134","normal","Both sides"
"25.65","Lycan","175","91","normal","Both sides"
"25.65","Morphling","103","169","normal","Both sides"
"25.70","Keeper of the Light","114","123","normal","Both sides"
"25.70","Lone Druid","122","123","normal","Both sides"
"25.70","Ember Spirit","121","128","normal","Both sides"
"25.75","Keeper of the Light","114","121","normal","Both sides"
"25.75","Lone Druid","115","122","normal","Both sides"
"25.75","Enigma","118","119","normal","Both sides"
"25.75","Ember Spirit","119","126","normal","Both sides"
"25.80","Keeper of the Light","114","123","normal","Both sides"
"25.80","Lone Druid","114","121","normal","Both sides"
"25.80","Enigma","118","122","normal","Both sides"
"25.80","Ember Spirit","122","127","normal","Both sides"
"25.83","Keeper of the Light","113","123","on hero kill","Both sides"
"25.83","Lone Druid","114","122","on hero kill","Both sides"
"25.83","Natures Prophet","160","117","on hero kill","Both sides"
"25.83","Enigma","118","123","on hero kill","Both sides"
"25.83","Ember Spirit","120","126","on hero kill","Both sides"
"25.85","Keeper of the Light","113","123","dead","Both sides"
"25.85","Lone Druid","114","122","normal","Both sides"
"25.85","Natures Prophet","161","120","normal","Both sides"
"25.90","Lycan","114","121","normal","Both sides"
"25.90","Morphling","120","122","normal","Both sides"
"25.90","Io","120","120","normal","Both sides"
"25.90","Lone Druid","117","120","normal","Both sides"
"25.90","Natures Prophet","160","120","normal","Both sides"
"25.90","Enigma","120","123","normal","Both sides"
"25.90","Ember Spirit","123","124","normal","Both sides"
"25.93","Puck","115","124","on hero kill","Both sides"
"25.93","Lycan","118","125","on hero kill","Both sides"
"25.93","Morphling","120","122","on hero kill","Both sides"
"25.93","Io","123","119","on hero kill","Both sides"
"25.93","Dazzle","131","127","on hero kill","Both sides"
"25.93","Lone Druid","120","119","on hero kill","Both sides"
"25.93","Natures Prophet","160","120","on hero kill","Both sides"
"25.93","Enigma","120","124","on hero kill","Both sides"
"25.93","Ember Spirit","122","118","on hero kill","Both sides"
"25.95","Puck","115","124","on hero kill","Both sides"
"25.95","Lycan","120","123","on hero kill","Both sides"
"25.95","Morphling","121","122","on hero kill","Both sides"
"25.95","Io","126","119","on hero kill","Both sides"
"25.95","Dazzle","129","127","on hero kill","Both sides"
"25.95","Lone Druid","122","119","on hero kill","Both sides"
"25.95","Natures Prophet","160","120","on hero kill","Both sides"
"25.95","Enigma","120","124","dead","Both sides"
"25.95","Ember Spirit","121","121","on hero kill","Both sides"
"25.95","Puck","115","124","normal","Both sides"
"25.95","Lycan","120","123","normal","Both sides"
"25.95","Morphling","121","122","normal","Both sides"
"25.95","Io","126","118","dead","Both sides"
"25.95","Dazzle","128","127","normal","Both sides"
"25.95","Lone Druid","123","119","normal","Both sides"
"25.95","Natures Prophet","160","120","normal","Both sides"
"25.95","Enigma","120","124","dead","Both sides"
"25.95","Ember Spirit","121","121","normal","Both sides"
"26.00","Puck","118","119","normal","Both sides"
"26.00","Lycan","120","122","normal","Both sides"
"26.00","Morphling","124","118","normal","Both sides"
"26.00","Io","126","118","dead","Both sides"
"26.00","Dazzle","125","124","normal","Both sides"
"26.00","Lone Druid","124","118","normal","Both sides"
"26.00","Natures Prophet","123","118","normal","Both sides"
"26.00","Enigma","120","124","dead","Both sides"
"26.00","Ember Spirit","123","117","normal","Both sides"
"26.04","Puck","119","114","on hero kill","Both sides"
"26.04","Keeper of the Light","114","115","on hero kill","Both sides"
"26.04","Lycan","121","121","on hero kill","Both sides"
"26.04","Morphling","123","115","on hero kill","Both sides"
"26.04","Io","126","118","dead","Both sides"
"26.04","Dazzle","123","124","on hero kill","Both sides"
"26.04","Lone Druid","124","118","on hero kill","Both sides"
"26.04","Natures Prophet","123","118","on hero kill","Both sides"
"26.04","Enigma","120","124","dead","Both sides"
"26.04","Ember Spirit","123","116","on hero kill","Both sides"
"26.05","Puck","119","114","on hero kill","Both sides"
"26.05","Keeper of the Light","114","115","on hero kill","Both sides"
"26.05","Lycan","122","122","on hero kill","Both sides"
"26.05","Morphling","123","115","dead","Both sides"
"26.05","Io","126","118","dead","Both sides"
"26.05","Dazzle","121","123","on hero kill","Both sides"
"26.05","Lone Druid","123","117","on hero kill","Both sides"
"26.05","Natures Prophet","123","117","on hero kill","Both sides"
"26.05","Enigma","120","124","dead","Both sides"
"26.05","Ember Spirit","123","115","on hero kill","Both sides"
"26.05","Puck","119","114","normal","Both sides"
"26.05","Keeper of the Light","114","115","normal","Both sides"
"26.05","Lycan","122","122","normal","Both sides"
"26.05","Morphling","123","115","dead","Both sides"
"26.05","Io","126","118","dead","Both sides"
"26.05","Dazzle","121","123","dead","Both sides"
"26.05","Lone Druid","123","117","normal","Both sides"
"26.05","Natures Prophet","123","116","normal","Both sides"
"26.05","Enigma","120","124","dead","Both sides"
"26.05","Ember Spirit","123","115","normal","Both sides"
"26.10","Keeper of the Light","113","115","normal","Both sides"
"26.10","Lycan","113","117","normal","Both sides"
"26.10","Io","126","118","dead","Both sides"
"26.10","Dazzle","121","123","dead","Both sides"
"26.10","Lone Druid","117","119","normal","Both sides"
"26.10","Natures Prophet","118","114","normal","Both sides"
"26.10","Enigma","120","124","dead","Both sides"
"26.15","Keeper of the Light","109","112","normal","Both sides"
"26.15","Lycan","104","115","normal","Both sides"
"26.15","Lone Druid","115","116","normal","Both sides"
"26.15","Natures Prophet","114","114","normal","Both sides"
"26.20","Puck","123","116","normal","Both sides"
"26.20","Keeper of the Light","110","113","normal","Both sides"
"26.20","Lycan","108","115","normal","Both sides"
"26.20","Io","126","118","dead","Both sides"
"26.20","Dazzle","121","123","dead","Both sides"
"26.20","Lone Druid","120","121","normal","Both sides"
"26.20","Natures Prophet","114","114","normal","Both sides"
"26.20","Enigma","120","124","dead","Both sides"
"26.25","Puck","120","122","on hero kill","Both sides"
"26.25","Keeper of the Light","109","113","on hero kill","Both sides"
"26.25","Io","126","118","dead","Both sides"
"26.25","Dazzle","121","123","dead","Both sides"
"26.25","Lone Druid","126","126","on hero kill","Both sides"
"26.25","Natures Prophet","114","114","on hero kill","Both sides"
"26.25","Enigma","120","124","dead","Both sides"
"26.25","Puck","120","123","normal","Both sides"
"26.25","Keeper of the Light","109","113","normal","Both sides"
"26.25","Io","126","118","dead","Both sides"
"26.25","Dazzle","121","123","dead","Both sides"
"26.25","Lone Druid","126","126","dead","Both sides"
"26.25","Natures Prophet","114","114","normal","Both sides"
"26.25","Enigma","120","124","dead","Both sides"
"26.30","Puck","113","129","normal","Both sides"
"26.30","Keeper of the Light","101","113","normal","Both sides"
"26.30","Lycan","110","114","normal","Both sides"
"26.30","Morphling","108","112","normal","Both sides"
"26.30","Io","126","118","dead","Both sides"
"26.30","Dazzle","121","123","dead","Both sides"
"26.30","Lone Druid","126","126","dead","Both sides"
"26.30","Natures Prophet","111","115","normal","Both sides"
"26.30","Enigma","120","124","dead","Both sides"
"26.33","Puck","112","133","on hero kill","Both sides"
"26.33","Lycan","111","115","on hero kill","Both sides"
"26.33","Morphling","111","115","on hero kill","Both sides"
"26.33","Io","126","118","dead","Both sides"
"26.33","Dazzle","121","123","dead","Both sides"
"26.33","Natures Prophet","115","118","on hero kill","Both sides"
"26.33","Enigma","120","124","dead","Both sides"
"26.35","Keeper of the Light","108","113","normal","Both sides"
"26.35","Lycan","112","115","normal","Both sides"
"26.35","Morphling","115","116","normal","Both sides"
"26.35","Io","126","118","dead","Both sides"
"26.35","Dazzle","121","123","dead","Both sides"
"26.35","Lone Druid","126","126","dead","Both sides"
"26.35","Natures Prophet","115","118","dead","Both sides"
"26.35","Enigma","120","124","dead","Both sides"
"26.40","Puck","107","123","normal","Both sides"
"26.40","Lycan","113","115","normal","Both sides"
"26.40","Morphling","116","116","normal","Both sides"
"26.40","Dazzle","121","123","dead","Both sides"
"26.40","Lone Druid","126","126","dead","Both sides"
"26.40","Natures Prophet","115","118","dead","Both sides"
"26.40","Enigma","120","124","dead","Both sides"
"26.45","Puck","105","121","normal","Both sides"
"26.45","Lycan","117","119","normal","Both sides"
"26.45","Morphling","118","117","normal","Both sides"
"26.45","Dazzle","121","123","dead","Both sides"
"26.45","Lone Druid","126","126","dead","Both sides"
"26.45","Natures Prophet","115","118","dead","Both sides"
"26.45","Enigma","120","124","dead","Both sides"
"26.50","Puck","104","121","normal","Both sides"
"26.50","Lycan","123","124","normal","Both sides"
"26.50","Morphling","123","123","normal","Both sides"
"26.50","Dazzle","121","123","dead","Both sides"
"26.50","Lone Druid","126","126","dead","Both sides"
"26.50","Natures Prophet","115","118","dead","Both sides"
"26.50","Enigma","120","124","dead","Both sides"
"26.55","Lycan","130","127","normal","Both sides"
"26.55","Morphling","129","128","normal","Both sides"
"26.55","Dazzle","121","123","dead","Both sides"
"26.55","Lone Druid","126","126","dead","Both sides"
"26.55","Natures Prophet","115","118","dead","Both sides"
"26.55","Enigma","120","124","dead","Both sides"
"26.60","Dazzle","121","123","dead","Both sides"
"26.60","Lone Druid","126","126","dead","Both sides"
"26.60","Natures Prophet","115","118","dead","Both sides"
"26.60","Enigma","120","124","dead","Both sides"
"26.60","Ember Spirit","177","121","normal","Both sides"
"26.65","Dazzle","121","123","dead","Both sides"
"26.65","Lone Druid","126","126","dead","Both sides"
"26.65","Natures Prophet","115","118","dead","Both sides"
"26.65","Enigma","120","124","dead","Both sides"
"26.70","Morphling","142","135","normal","Both sides"
"26.70","Dazzle","121","123","dead","Both sides"
"26.70","Lone Druid","126","126","dead","Both sides"
"26.70","Natures Prophet","115","118","dead","Both sides"
"26.70","Enigma","120","124","dead","Both sides"
"26.75","Morphling","142","137","normal","Both sides"
"26.75","Natures Prophet","115","118","dead","Both sides"
"26.80","Morphling","142","138","normal","Both sides"
"26.80","Natures Prophet","115","118","dead","Both sides"
"26.85","Lone Druid","126","126","dead","Both sides"
"26.85","Natures Prophet","115","118","dead","Both sides"
"26.90","Lone Druid","126","126","dead","Both sides"
"26.95","Lycan","174","122","normal","Both sides"
"26.95","Lone Druid","126","126","dead","Both sides"
"27.00","Lycan","177","121","normal","Both sides"
"27.00","Lone Druid","126","126","dead","Both sides"
"27.00","Enigma","160","153","normal","Both sides"
"27.00","Ember Spirit","156","153","normal","Both sides"
"27.05","Ember Spirit","155","154","normal","Both sides"
"27.10","Io","151","138","normal","Both sides"
"27.10","Ember Spirit","151","149","normal","Both sides"
"27.15","Lycan","176","141","normal","Both sides"
"27.15","Morphling","177","138","normal","Both sides"
"27.15","Ember Spirit","152","150","normal","Both sides"
"27.20","Puck","172","139","normal","Both sides"
"27.20","Lycan","175","146","normal","Both sides"
"27.20","Morphling","179","146","normal","Both sides"
"27.20","Dazzle","167","155","normal","Both sides"
"27.20","Enigma","171","156","normal","Both sides"
"27.25","Puck","167","151","normal","Both sides"
"27.25","Keeper of the Light","176","141","normal","Both sides"
"27.25","Lycan","176","149","normal","Both sides"
"27.25","Morphling","174","149","normal","Both sides"
"27.25","Dazzle","171","161","normal","Both sides"
"27.25","Natures Prophet","115","118","dead","Both sides"
"27.25","Enigma","176","159","normal","Both sides"
"27.25","Ember Spirit","168","152","normal","Both sides"
"27.30","Puck","164","154","normal","Both sides"
"27.30","Keeper of the Light","173","149","normal","Both sides"
"27.30","Lycan","176","149","normal","Both sides"
"27.30","Morphling","171","154","normal","Both sides"
"27.30","Dazzle","167","159","normal","Both sides"
"27.30","Natures Prophet","115","118","dead","Both sides"
"27.30","Enigma","170","158","normal","Both sides"
"27.30","Ember Spirit","167","155","normal","Both sides"
"27.35","Puck","166","155","normal","Both sides"
"27.35","Keeper of the Light","175","148","normal","Both sides"
"27.35","Lycan","176","149","normal","Both sides"
"27.35","Morphling","173","151","normal","Both sides"
"27.35","Io","174","148","normal","Both sides"
"27.35","Dazzle","164","159","normal","Both sides"
"27.35","Lone Druid","177","163","normal","Both sides"
"27.35","Enigma","166","161","normal","Both sides"
"27.35","Ember Spirit","165","158","normal","Both sides"
"27.36","Puck","166","155","on hero kill","Both sides"
"27.36","Keeper of the Light","175","149","on hero kill","Both sides"
"27.36","Lycan","176","149","on hero kill","Both sides"
"27.36","Morphling","173","151","on hero kill","Both sides"
"27.36","Io","174","148","on hero kill","Both sides"
"27.36","Dazzle","164","159","on hero kill","Both sides"
"27.36","Lone Druid","177","163","on hero kill","Both sides"
"27.36","Enigma","165","161","on hero kill","Both sides"
"27.36","Ember Spirit","165","159","on hero kill","Both sides"
"27.40","Puck","166","155","normal","Both sides"
"27.40","Keeper of the Light","175","149","normal","Both sides"
"27.40","Lycan","177","152","normal","Both sides"
"27.40","Morphling","173","152","normal","Both sides"
"27.40","Io","173","151","normal","Both sides"
"27.40","Dazzle","165","160","normal","Both sides"
"27.40","Lone Druid","170","159","normal","Both sides"
"27.40","Enigma","164","160","normal","Both sides"
"27.40","Ember Spirit","165","159","dead","Both sides"
"27.44","Puck","171","145","on hero kill","Both sides"
